buoc,loss_train,learning_rate,giay_moi_buoc,token_moi_giay
15150,1.087669163942337,0.0007,1.4299401663200115,13720.574092615047
15200,1.0311538577079773,0.0007,1.442562324520004,13605.36017501394
15250,1.0568003952503204,0.0007,1.4381511029600005,13705.764268741254
15300,1.092818707227707,0.0007,1.4128761615599978,13845.827774743215
15350,1.0091351866722107,0.0007,1.4286013347999869,13715.638871878351
15400,1.0705061256885529,0.0007,1.420141126719991,13739.521821374017
15450,1.053807020187378,0.0007,1.438197266520001,13650.005084143988
15500,1.0371900796890259,0.0007,1.4362679533600022,13731.072919829176
15550,1.0559842735528946,0.0007,1.4121047611799986,13838.576667407096
15600,1.0035434663295746,0.0007,1.4487903880799968,13593.57444806057
15650,1.0533593893051147,0.0007,1.4400554456800092,13677.084489409683
15700,0.9944419711828232,0.0007,1.4199345448200074,13779.57883437523
15750,1.0137144029140472,0.0007,1.4308336147599947,13733.532534665897
15800,1.030263513326645,0.0007,1.4389159712800028,13633.888560253163
15850,0.9780519008636475,0.0007,1.4230953545800002,13782.618246117947
15900,1.0224329084157944,0.0007,1.420064774120001,13787.892184096554
15950,1.0205941945314407,0.0007,1.433489941000007,13746.214351705661
16000,1.05632683634758,0.0007,1.417972507559989,13786.614264926398
16000,,,,
16050,1.0290905684232712,0.0007,1.934921563980006,10158.59266128015
16100,1.0367818921804428,0.0007,1.4257395198000085,13754.265577733817
16150,1.0510430485010147,0.0007,1.4280520128999887,13737.552850166327
16200,0.984925702214241,0.0007,1.4238926085800268,13816.828517439617
16250,1.0140344500541687,0.0007,1.4336474317399917,13702.043867339517
16300,0.9937530010938644,0.0007,1.431575800640021,13723.590459699453
16350,1.0057024508714676,0.0007,1.4223796892599785,13723.438366977554
16400,1.0032938718795776,0.0007,1.432188766979998,13765.922799110564
16450,0.9922386556863785,0.0007,1.4215093799399983,13804.031318335912
16500,1.0324454009532928,0.0007,1.437274148059987,13691.222392444162
16550,0.9805392175912857,0.0007,1.4299698357200032,13630.818995692847
16600,1.018347755074501,0.0007,1.4284603306200006,13798.423083576265
16650,1.050531193614006,0.0007,1.4394344598599855,13612.999095426698
16700,1.0155573040246964,0.0007,1.4276119898000252,13732.737004223536
16750,0.9886390864849091,0.0007,1.4296155669400106,13712.161824006345
16800,1.0001476109027863,0.0007,1.4206506140199782,13812.741715905138
16850,1.0293421149253845,0.0007,1.4126875507599834,13822.660212086535
16900,0.8975046426057816,0.0007,1.459921029540019,13527.142633339716
16950,0.980339765548706,0.0007,1.4211495896400084,13703.17392480339
17000,0.9983318746089935,0.0007,1.4227018049000253,13846.991640939366
17000,,,,
